#{"t_start": 1761863674.2271237, "env_id": "None"}
r,l,t,winner,reason
1.0,7,133.815281,2,capture
1.0,12,133.834418,2,capture
1.0,7,133.845638,2,capture
1.0,10,133.861549,2,capture
1.0,9,133.875861,2,capture
1.0,14,133.898237,2,capture
1.0,10,133.914363,2,capture
1.0,6,133.924008,2,capture
1.0,9,133.938371,2,capture
1.0,10,133.954305,2,capture
1.0,10,133.970306,2,capture
1.0,7,133.981498,2,capture
1.0,9,133.995824,2,capture
1.0,8,134.008637,2,capture
1.0,8,134.02144,2,capture
1.0,11,134.039004,2,capture
1.0,7,134.050179,2,capture
1.0,9,134.064524,2,capture
1.0,8,134.077296,2,capture
1.0,7,134.088525,2,capture
1.0,7,134.099728,2,capture
1.0,7,134.110874,2,capture
1.0,6,134.120513,2,capture
1.0,6,134.130086,2,capture
1.0,10,134.146019,2,capture
1.0,11,134.163511,2,capture
1.0,11,134.181205,2,capture
1.0,7,134.192433,2,capture
1.0,14,134.214643,2,capture
1.0,12,134.233751,2,capture
1.0,7,134.244905,2,capture
1.0,7,134.256161,2,capture
1.0,6,134.26575,2,capture
1.0,9,134.280064,2,capture
1.0,5,134.2881,2,capture
1.0,15,134.312016,2,capture
1.0,6,134.321605,2,capture
1.0,8,134.334396,2,capture
1.0,8,134.347168,2,capture
1.0,10,134.363162,2,capture
1.0,9,134.377484,2,capture
1.0,5,134.385508,2,capture
1.0,7,134.396724,2,capture
1.0,6,134.406312,2,capture
1.0,13,134.426969,2,capture
1.0,7,134.439224,2,capture
1.0,10,134.455269,2,capture
1.0,21,134.488677,2,capture
1.0,5,134.496712,2,capture
1.0,9,134.511082,2,capture
1.0,7,134.522328,2,capture
1.0,10,134.538285,2,capture
1.0,6,134.54783,2,capture
1.0,20,134.579711,2,capture
1.0,7,134.590876,2,capture
1.0,11,134.608405,2,capture
1.0,12,134.627503,2,capture
1.0,8,134.640312,2,capture
1.0,8,134.65305,2,capture
1.0,6,134.662621,2,capture
1.0,10,134.67854,2,capture
1.0,9,134.692921,2,capture
1.0,10,134.708867,2,capture
1.0,12,134.728028,2,capture
1.0,7,134.739182,2,capture
1.0,7,134.750302,2,capture
1.0,11,134.767789,2,capture
1.0,7,134.778925,2,capture
1.0,9,134.793286,2,capture
1.0,7,134.804433,2,capture
1.0,11,134.82195,2,capture
1.0,8,134.834722,2,capture
1.0,8,134.847487,2,capture
1.0,7,134.858726,2,capture
1.0,9,134.87307,2,capture
1.0,10,134.888968,2,capture
1.0,8,134.90167,2,capture
1.0,6,134.911264,2,capture
1.0,11,134.928804,2,capture
1.0,8,134.941495,2,capture
1.0,8,134.95424,2,capture
1.0,9,134.968542,2,capture
1.0,6,134.97812,2,capture
1.0,10,134.994006,2,capture
1.0,8,135.006802,2,capture
1.0,8,135.01951,2,capture
1.0,9,135.03395,2,capture
1.0,11,135.051438,2,capture
1.0,9,135.065767,2,capture
1.0,12,135.084941,2,capture
1.0,7,135.096088,2,capture
1.0,9,135.110404,2,capture
1.0,9,135.124855,2,capture
1.0,9,135.139144,2,capture
1.0,6,135.148829,2,capture
1.0,17,135.175847,2,capture
1.0,7,135.186949,2,capture
1.0,10,135.202924,2,capture
1.0,11,135.220379,2,capture
1.0,11,135.237875,2,capture
1.0,8,135.250728,2,capture
1.0,8,135.263489,2,capture
1.0,7,135.274677,2,capture
1.0,13,135.295301,2,capture
1.0,12,135.31438,2,capture
1.0,11,135.331971,2,capture
1.0,7,135.343238,2,capture
1.0,12,135.36232,2,capture
1.0,12,135.381431,2,capture
1.0,11,135.39899,2,capture
1.0,11,135.416557,2,capture
1.0,8,135.429513,2,capture
1.0,9,135.443869,2,capture
1.0,7,135.455044,2,capture
1.0,6,135.466327,2,capture
1.0,10,135.482247,2,capture
1.0,9,135.496596,2,capture
1.0,7,135.507784,2,capture
1.0,6,135.517359,2,capture
1.0,10,135.533324,2,capture
1.0,6,135.542982,2,capture
1.0,8,135.555786,2,capture
1.0,8,135.568543,2,capture
1.0,7,135.579737,2,capture
1.0,7,135.590956,2,capture
1.0,8,135.603713,2,capture
1.0,8,135.616472,2,capture
1.0,9,135.630906,2,capture
1.0,7,135.642122,2,capture
1.0,9,135.656459,2,capture
1.0,7,135.667624,2,capture
1.0,6,135.677199,2,capture
1.0,8,135.689906,2,capture
1.0,9,135.704212,2,capture
1.0,8,135.716943,2,capture
1.0,7,135.72811,2,capture
1.0,9,135.742438,2,capture
1.0,8,135.755171,2,capture
1.0,13,135.775839,2,capture
1.0,6,135.785447,2,capture
1.0,8,135.798201,2,capture
1.0,7,135.809467,2,capture
1.0,9,135.82382,2,capture
1.0,10,135.839972,2,capture
1.0,7,135.851238,2,capture
1.0,10,135.867128,2,capture
1.0,10,135.883109,2,capture
1.0,7,135.89429,2,capture
1.0,8,135.90705,2,capture
1.0,7,135.918244,2,capture
1.0,9,135.932566,2,capture
1.0,7,135.943787,2,capture
1.0,10,135.959774,2,capture
1.0,6,135.969361,2,capture
1.0,7,135.980536,2,capture
1.0,11,135.998073,2,capture
1.0,10,136.013958,2,capture
1.0,12,136.033003,2,capture
1.0,7,136.044137,2,capture
1.0,12,136.063249,2,capture
1.0,17,136.090435,2,capture
1.0,7,136.101576,2,capture
1.0,8,136.114329,2,capture
1.0,7,136.125519,2,capture
1.0,8,136.138301,2,capture
1.0,21,136.171771,2,capture
1.0,7,136.182894,2,capture
1.0,8,136.195846,2,capture
1.0,6,136.20543,2,capture
1.0,6,136.215042,2,capture
1.0,10,136.23103,2,capture
1.0,8,136.243798,2,capture
1.0,7,136.254955,2,capture
1.0,11,136.272653,2,capture
1.0,11,136.290258,2,capture
1.0,9,136.304532,2,capture
1.0,10,136.320436,2,capture
1.0,13,136.341109,2,capture
1.0,7,136.352333,2,capture
1.0,9,136.366654,2,capture
1.0,10,136.382639,2,capture
1.0,9,136.397081,2,capture
1.0,6,136.406691,2,capture
1.0,8,136.419397,2,capture
1.0,11,136.436929,2,capture
1.0,10,136.452955,2,capture
1.0,13,136.473632,2,capture
1.0,10,136.489553,2,capture
1.0,7,136.500734,2,capture
1.0,8,136.513488,2,capture
1.0,8,136.526348,2,capture
1.0,5,136.534326,2,capture
1.0,8,136.54708,2,capture
1.0,8,136.559822,2,capture
1.0,9,136.574254,2,capture
1.0,8,136.587091,2,capture
1.0,10,136.603003,2,capture
1.0,7,136.614208,2,capture
1.0,6,136.623814,2,capture
1.0,7,136.635002,2,capture
1.0,6,136.644619,2,capture
1.0,9,136.658963,2,capture
1.0,11,136.676461,2,capture
1.0,7,136.687692,2,capture
1.0,12,136.706733,2,capture
1.0,9,137.871851,2,capture
1.0,11,137.889472,2,capture
1.0,9,137.903923,2,capture
1.0,15,137.928023,2,capture
1.0,9,137.942389,2,capture
1.0,7,137.95359,2,capture
1.0,6,137.963395,2,capture
1.0,6,137.973009,2,capture
1.0,13,137.993864,2,capture
1.0,5,138.001929,2,capture
1.0,7,138.013105,2,capture
1.0,7,138.024337,2,capture
1.0,6,138.034,2,capture
1.0,6,138.043589,2,capture
1.0,13,138.06437,2,capture
1.0,9,138.078875,2,capture
1.0,8,138.091623,2,capture
1.0,8,138.104394,2,capture
1.0,14,138.127004,2,capture
1.0,11,138.144608,2,capture
1.0,10,138.160618,2,capture
1.0,12,138.179853,2,capture
1.0,12,138.19898,2,capture
1.0,6,138.208616,2,capture
1.0,5,138.216607,2,capture
1.0,7,138.227814,2,capture
1.0,11,138.245404,2,capture
1.0,7,138.256619,2,capture
1.0,8,138.269435,2,capture
1.0,9,138.283814,2,capture
1.0,6,138.293428,2,capture
1.0,7,138.304587,2,capture
1.0,10,138.320601,2,capture
1.0,7,138.33182,2,capture
1.0,6,138.341433,2,capture
1.0,10,138.357352,2,capture
1.0,5,138.365371,2,capture
1.0,9,138.379787,2,capture
1.0,17,138.406949,2,capture
1.0,10,138.422961,2,capture
1.0,7,138.434454,2,capture
1.0,7,138.445711,2,capture
1.0,11,138.463324,2,capture
1.0,9,138.477729,2,capture
1.0,9,138.492062,2,capture
1.0,7,138.503273,2,capture
1.0,7,138.514473,2,capture
1.0,9,138.529054,2,capture
1.0,7,138.540308,2,capture
1.0,12,138.559373,2,capture
1.0,7,138.570509,2,capture
1.0,7,138.581749,2,capture
1.0,10,138.597749,2,capture
1.0,11,138.615239,2,capture
1.0,12,138.634332,2,capture
1.0,7,138.645546,2,capture
1.0,12,138.664728,2,capture
1.0,16,138.69029,2,capture
1.0,8,138.702994,2,capture
1.0,7,138.714169,2,capture
1.0,8,138.726897,2,capture
1.0,13,138.747829,2,capture
1.0,9,138.762145,2,capture
1.0,9,138.776498,2,capture
1.0,8,138.789338,2,capture
1.0,6,138.798941,2,capture
1.0,8,138.811849,2,capture
1.0,6,138.82143,2,capture
1.0,15,138.845289,2,capture
1.0,6,138.854897,2,capture
1.0,9,138.869219,2,capture
1.0,8,138.881943,2,capture
1.0,10,138.89782,2,capture
1.0,15,138.921751,2,capture
1.0,7,138.933023,2,capture
1.0,7,138.944168,2,capture
1.0,15,138.968062,2,capture
1.0,7,138.97924,2,capture
1.0,8,138.992023,2,capture
1.0,10,139.008003,2,capture
1.0,12,139.027077,2,capture
1.0,8,139.039855,2,capture
1.0,7,139.051019,2,capture
1.0,10,139.06694,2,capture
1.0,9,139.081309,2,capture
1.0,5,139.08932,2,capture
1.0,8,139.102092,2,capture
1.0,13,139.122789,2,capture
1.0,8,139.135587,2,capture
1.0,9,139.150043,2,capture
1.0,9,139.164434,2,capture
1.0,8,139.177142,2,capture
1.0,6,139.18682,2,capture
1.0,10,139.202857,2,capture
1.0,6,139.212494,2,capture
1.0,10,139.228406,2,capture
1.0,10,139.244371,2,capture
1.0,9,139.258868,2,capture
1.0,8,139.271599,2,capture
1.0,9,139.285907,2,capture
1.0,7,139.297025,2,capture
1.0,10,139.313035,2,capture
1.0,6,139.322621,2,capture
1.0,13,139.343335,2,capture
1.0,6,139.352923,2,capture
1.0,8,139.365694,2,capture
1.0,9,139.380049,2,capture
1.0,8,139.392825,2,capture
1.0,10,139.408765,2,capture
1.0,7,139.419907,2,capture
1.0,7,139.431126,2,capture
1.0,8,139.443914,2,capture
1.0,8,139.456781,2,capture
1.0,6,139.466384,2,capture
1.0,6,139.476016,2,capture
1.0,9,139.490332,2,capture
1.0,11,139.507782,2,capture
1.0,8,139.520577,2,capture
1.0,10,139.536584,2,capture
1.0,6,139.546156,2,capture
1.0,6,139.555736,2,capture
1.0,8,139.56849,2,capture
1.0,10,139.584414,2,capture
1.0,8,139.597149,2,capture
1.0,6,139.606775,2,capture
1.0,7,139.617969,2,capture
1.0,12,139.637068,2,capture
1.0,7,139.648229,2,capture
1.0,6,139.657801,2,capture
1.0,7,139.668988,2,capture
1.0,13,139.689714,2,capture
1.0,5,139.69771,2,capture
1.0,14,139.719852,2,capture
1.0,12,139.73905,2,capture
1.0,7,139.750239,2,capture
1.0,7,139.761437,2,capture
1.0,7,139.772576,2,capture
1.0,7,139.783702,2,capture
1.0,11,139.801213,2,capture
1.0,11,139.81875,2,capture
1.0,13,139.839473,2,capture
1.0,5,139.84746,2,capture
1.0,6,139.85707,2,capture
1.0,6,139.866665,2,capture
1.0,6,139.87626,2,capture
1.0,11,139.893768,2,capture
1.0,10,139.909681,2,capture
1.0,9,139.92406,2,capture
1.0,6,139.933686,2,capture
1.0,9,139.948015,2,capture
1.0,8,139.960745,2,capture
1.0,6,139.970411,2,capture
1.0,17,139.997511,2,capture
1.0,6,140.007113,2,capture
1.0,9,140.021456,2,capture
1.0,5,140.029454,2,capture
1.0,10,140.045372,2,capture
1.0,8,140.058117,2,capture
1.0,9,140.072423,2,capture
1.0,9,140.086696,2,capture
1.0,6,140.096347,2,capture
1.0,8,140.109105,2,capture
1.0,5,140.117104,2,capture
1.0,8,140.12991,2,capture
1.0,10,140.145862,2,capture
1.0,11,140.163383,2,capture
1.0,6,140.172947,2,capture
1.0,12,140.192016,2,capture
1.0,10,140.208149,2,capture
1.0,7,140.219303,2,capture
1.0,8,140.232097,2,capture
1.0,11,140.249502,2,capture
1.0,7,140.260692,2,capture
1.0,8,140.273437,2,capture
1.0,8,140.286209,2,capture
1.0,7,140.297405,2,capture
1.0,10,140.313334,2,capture
1.0,7,140.324529,2,capture
1.0,5,140.332566,2,capture
1.0,10,140.34845,2,capture
1.0,9,140.362963,2,capture
1.0,8,140.37569,2,capture
1.0,10,140.39161,2,capture
1.0,19,140.422041,2,capture
1.0,12,140.441126,2,capture
1.0,9,140.455517,2,capture
1.0,10,140.471562,2,capture
1.0,7,140.48269,2,capture
1.0,9,140.497067,2,capture
1.0,8,140.509849,2,capture
1.0,7,140.521025,2,capture
1.0,13,140.541915,2,capture
1.0,10,140.557791,2,capture
1.0,8,140.570611,2,capture
1.0,7,140.581816,2,capture
1.0,9,140.596264,2,capture
1.0,8,140.609006,2,capture
1.0,7,140.620168,2,capture
1.0,10,140.636113,2,capture
1.0,5,140.64412,2,capture
1.0,9,140.658492,2,capture
1.0,15,140.682323,2,capture
1.0,6,140.691946,2,capture
1.0,9,140.706235,2,capture
1.0,6,140.715869,2,capture
1.0,9,140.730184,2,capture
1.0,11,140.74771,2,capture
1.0,8,140.760423,2,capture
1.0,8,140.773201,2,capture
1.0,7,140.784368,2,capture
1.0,6,140.793986,2,capture
1.0,7,140.805198,2,capture
1.0,8,140.817991,2,capture
1.0,7,140.82922,2,capture
1.0,7,140.840369,2,capture
1.0,9,140.854679,2,capture
1.0,8,140.867425,2,capture
1.0,17,140.894579,2,capture
1.0,7,140.905745,2,capture
1.0,8,140.918522,2,capture
1.0,8,140.931293,2,capture
1.0,13,140.951945,2,capture
1.0,10,140.967867,2,capture
1.0,8,140.98059,2,capture
1.0,12,140.999808,2,capture
1.0,12,141.018964,2,capture
1.0,9,141.033274,2,capture
1.0,8,141.04604,2,capture
1.0,7,141.057232,2,capture
1.0,9,141.071673,2,capture
1.0,8,141.084402,2,capture
1.0,9,141.09882,2,capture
1.0,6,141.108441,2,capture
1.0,7,141.119615,2,capture
1.0,7,141.130806,2,capture
1.0,11,142.294754,2,capture
1.0,10,142.310811,2,capture
1.0,8,142.323724,2,capture
1.0,7,142.33493,2,capture
1.0,9,142.349265,2,capture
1.0,7,142.360488,2,capture
1.0,15,142.3844,2,capture
1.0,7,142.396013,2,capture
1.0,7,142.407653,2,capture
1.0,7,142.418964,2,capture
1.0,7,142.430194,2,capture
1.0,11,142.447813,2,capture
1.0,6,142.457469,2,capture
1.0,12,142.476779,2,capture
1.0,15,142.50079,2,capture
1.0,7,142.51202,2,capture
1.0,5,142.520012,2,capture
1.0,8,142.532917,2,capture
1.0,8,142.545758,2,capture
1.0,5,142.55377,2,capture
1.0,8,142.566509,2,capture
1.0,6,142.576165,2,capture
1.0,6,142.585743,2,capture
1.0,8,142.598537,2,capture
1.0,13,142.619521,2,capture
1.0,9,142.633849,2,capture
1.0,5,142.641873,2,capture
1.0,7,142.653043,2,capture
1.0,13,142.673834,2,capture
1.0,8,142.686682,2,capture
1.0,6,142.696275,2,capture
1.0,7,142.707425,2,capture
1.0,7,142.718678,2,capture
1.0,7,142.729859,2,capture
1.0,8,142.742636,2,capture
1.0,8,142.755499,2,capture
1.0,7,142.766677,2,capture
1.0,6,142.776294,2,capture
1.0,8,142.789034,2,capture
1.0,10,142.805008,2,capture
1.0,9,142.819402,2,capture
1.0,9,142.833827,2,capture
1.0,8,142.84668,2,capture
1.0,5,142.854691,2,capture
1.0,9,142.869073,2,capture
1.0,9,142.883469,2,capture
1.0,10,142.89946,2,capture
1.0,7,142.910632,2,capture
1.0,11,142.928221,2,capture
1.0,13,142.948951,2,capture
1.0,12,142.967995,2,capture
1.0,18,142.996707,2,capture
1.0,13,143.017354,2,capture
1.0,8,143.030068,2,capture
1.0,7,143.041226,2,capture
1.0,9,143.05561,2,capture
1.0,12,143.074595,2,capture
1.0,5,143.082579,2,capture
1.0,6,143.092119,2,capture
1.0,7,143.103304,2,capture
1.0,12,143.122416,2,capture
1.0,12,143.141557,2,capture
1.0,8,143.154287,2,capture
1.0,7,143.165416,2,capture
1.0,6,143.175015,2,capture
1.0,9,143.189361,2,capture
1.0,19,143.219531,2,capture
1.0,8,143.232245,2,capture
1.0,14,143.25457,2,capture
1.0,9,143.268986,2,capture
1.0,8,143.281751,2,capture
1.0,13,143.302437,2,capture
1.0,7,143.313542,2,capture
1.0,6,143.323154,2,capture
1.0,9,143.337493,2,capture
1.0,9,143.35178,2,capture
1.0,9,143.366079,2,capture
1.0,9,143.380312,2,capture
1.0,6,143.389909,2,capture
1.0,8,143.402742,2,capture
1.0,9,143.41708,2,capture
1.0,7,143.428497,2,capture
1.0,8,143.441266,2,capture
1.0,9,143.455609,2,capture
1.0,7,143.466789,2,capture
1.0,10,143.482591,2,capture
1.0,7,143.493752,2,capture
1.0,8,143.50649,2,capture
1.0,6,143.516107,2,capture
1.0,8,143.528921,2,capture
1.0,14,143.551965,2,capture
1.0,7,143.56312,2,capture
1.0,8,143.575938,2,capture
1.0,13,143.596614,2,capture
1.0,10,143.612504,2,capture
1.0,10,143.62838,2,capture
1.0,8,143.641127,2,capture
1.0,6,143.650736,2,capture
1.0,11,143.668294,2,capture
1.0,8,143.681091,2,capture
1.0,11,143.698641,2,capture
1.0,9,143.712981,2,capture
1.0,9,143.727308,2,capture
1.0,7,143.738492,2,capture
1.0,9,143.752806,2,capture
1.0,12,143.77186,2,capture
1.0,7,143.783015,2,capture
1.0,5,143.79099,2,capture
1.0,5,143.798991,2,capture
1.0,6,143.808584,2,capture
1.0,5,143.816556,2,capture
1.0,7,143.827726,2,capture
1.0,17,143.854608,2,capture
1.0,9,143.868919,2,capture
1.0,6,143.878497,2,capture
1.0,10,143.894367,2,capture
1.0,12,143.913416,2,capture
1.0,13,143.934153,2,capture
1.0,10,143.9501,2,capture
1.0,6,143.959634,2,capture
1.0,12,143.978741,2,capture
1.0,10,143.994664,2,capture
1.0,6,144.004241,2,capture
1.0,15,144.027999,2,capture
1.0,9,144.042335,2,capture
1.0,9,144.056604,2,capture
1.0,9,144.070918,2,capture
1.0,8,144.08358,2,capture
1.0,7,144.094669,2,capture
1.0,9,144.108977,2,capture
1.0,10,144.124807,2,capture
1.0,9,144.139189,2,capture
1.0,7,144.150325,2,capture
1.0,11,144.167871,2,capture
1.0,13,144.188556,2,capture
1.0,10,144.204566,2,capture
1.0,6,144.214139,2,capture
1.0,7,144.225339,2,capture
1.0,7,144.23655,2,capture
1.0,7,144.247666,2,capture
1.0,8,144.26038,2,capture
1.0,6,144.269919,2,capture
1.0,6,144.279473,2,capture
1.0,7,144.290622,2,capture
1.0,9,144.30492,2,capture
1.0,11,144.322345,2,capture
1.0,9,144.336701,2,capture
1.0,8,144.349481,2,capture
1.0,7,144.360648,2,capture
1.0,5,144.36862,2,capture
1.0,9,144.383033,2,capture
1.0,11,144.400527,2,capture
1.0,9,144.414826,2,capture
1.0,7,144.425963,2,capture
1.0,10,144.441888,2,capture
1.0,11,144.459498,2,capture
1.0,18,144.48801,2,capture
1.0,6,144.497553,2,capture
1.0,9,144.511938,2,capture
1.0,6,144.521549,2,capture
1.0,7,144.53263,2,capture
1.0,8,144.545504,2,capture
1.0,13,144.566231,2,capture
1.0,8,144.578961,2,capture
1.0,13,144.599582,2,capture
1.0,7,144.610714,2,capture
1.0,8,144.623427,2,capture
1.0,9,144.637743,2,capture
1.0,8,144.650479,2,capture
1.0,9,144.664765,2,capture
1.0,8,144.677483,2,capture
1.0,6,144.687037,2,capture
1.0,8,144.699815,2,capture
1.0,7,144.710898,2,capture
1.0,6,144.720466,2,capture
1.0,6,144.730048,2,capture
1.0,6,144.739637,2,capture
1.0,9,144.753937,2,capture
1.0,7,144.765054,2,capture
1.0,8,144.777896,2,capture
1.0,9,144.792333,2,capture
1.0,7,144.803457,2,capture
1.0,11,144.820953,2,capture
1.0,8,144.83364,2,capture
1.0,13,144.854279,2,capture
1.0,11,144.871821,2,capture
1.0,8,144.884573,2,capture
1.0,6,144.894124,2,capture
1.0,9,144.908412,2,capture
1.0,9,144.922715,2,capture
1.0,7,144.933873,2,capture
1.0,6,144.943493,2,capture
1.0,11,144.960943,2,capture
1.0,8,144.973641,2,capture
1.0,7,144.984855,2,capture
1.0,5,144.992858,2,capture
1.0,9,145.007179,2,capture
1.0,7,145.01833,2,capture
1.0,17,145.04544,2,capture
1.0,7,145.056859,2,capture
1.0,8,145.069608,2,capture
1.0,8,145.082335,2,capture
1.0,11,145.09973,2,capture
1.0,8,145.112408,2,capture
1.0,8,145.125142,2,capture
1.0,6,145.134705,2,capture
1.0,7,145.145884,2,capture
1.0,8,145.158598,2,capture
1.0,9,145.173018,2,capture
1.0,6,145.182607,2,capture
1.0,7,145.193775,2,capture
1.0,10,145.209699,2,capture
1.0,10,145.225552,2,capture
1.0,8,145.238353,2,capture
1.0,9,145.252665,2,capture
1.0,6,145.262294,2,capture
1.0,8,145.275021,2,capture
1.0,8,145.287704,2,capture
1.0,11,145.305218,2,capture
1.0,8,145.317896,2,capture
1.0,7,145.329018,2,capture
1.0,10,145.344963,2,capture
1.0,7,145.356086,2,capture
1.0,6,145.365649,2,capture
1.0,7,145.376788,2,capture
1.0,13,145.397382,2,capture
1.0,8,145.410214,2,capture
1.0,10,145.426049,2,capture
1.0,6,145.435639,2,capture
1.0,12,145.454779,2,capture
1.0,6,145.464366,2,capture
1.0,12,145.483497,2,capture
1.0,5,145.491466,2,capture
1.0,7,145.502616,2,capture
1.0,8,145.515321,2,capture
1.0,6,145.524909,2,capture
1.0,10,145.540935,2,capture
1.0,6,146.696415,2,capture
1.0,6,146.706097,2,capture
1.0,12,146.725271,2,capture
1.0,12,146.744537,2,capture
1.0,8,146.757402,2,capture
1.0,6,146.767017,2,capture
1.0,7,146.778217,2,capture
1.0,5,146.786499,2,capture
1.0,7,146.797902,2,capture
1.0,8,146.810658,2,capture
1.0,7,146.822245,2,capture
1.0,7,146.833438,2,capture
1.0,8,146.846336,2,capture
1.0,6,146.856062,2,capture
1.0,9,146.870397,2,capture
1.0,7,146.881648,2,capture
1.0,13,146.902378,2,capture
1.0,7,146.913666,2,capture
1.0,9,146.928105,2,capture
1.0,8,146.940871,2,capture
1.0,8,146.953665,2,capture
1.0,6,146.963275,2,capture
1.0,6,146.972854,2,capture
1.0,8,146.985635,2,capture
1.0,6,146.995297,2,capture
1.0,7,147.006521,2,capture
1.0,7,147.017706,2,capture
1.0,8,147.030447,2,capture
1.0,10,147.046406,2,capture
1.0,8,147.059117,2,capture
1.0,11,147.07669,2,capture
1.0,8,147.089472,2,capture
1.0,11,147.106981,2,capture
1.0,9,147.121334,2,capture
1.0,6,147.130949,2,capture
1.0,9,147.145296,2,capture
1.0,13,147.16607,2,capture
1.0,8,147.178796,2,capture
1.0,6,147.188412,2,capture
1.0,10,147.204334,2,capture
1.0,6,147.213908,2,capture
1.0,7,147.225056,2,capture
1.0,9,147.239447,2,capture
1.0,10,147.255425,2,capture
1.0,7,147.266598,2,capture
1.0,8,147.279371,2,capture
1.0,13,147.300089,2,capture
1.0,9,147.314421,2,capture
1.0,9,147.328706,2,capture
1.0,10,147.344726,2,capture
1.0,9,147.359179,2,capture
1.0,9,147.373541,2,capture
1.0,6,147.3831,2,capture
1.0,8,147.395985,2,capture
1.0,5,147.403975,2,capture
1.0,8,147.416699,2,capture
1.0,6,147.426338,2,capture
1.0,7,147.437557,2,capture
1.0,6,147.447167,2,capture
1.0,8,147.46014,2,capture
1.0,6,147.469721,2,capture
1.0,7,147.480866,2,capture
1.0,6,147.490493,2,capture
1.0,12,147.509591,2,capture
1.0,9,147.524205,2,capture
1.0,7,147.535428,2,capture
1.0,5,147.543567,2,capture
1.0,8,147.556349,2,capture
1.0,8,147.569134,2,capture
1.0,7,147.580346,2,capture
1.0,6,147.590109,2,capture
1.0,9,147.604508,2,capture
1.0,13,147.625563,2,capture
1.0,9,147.63991,2,capture
1.0,10,147.656079,2,capture
1.0,10,147.672501,2,capture
1.0,11,147.690444,2,capture
1.0,9,147.704827,2,capture
1.0,11,147.722303,2,capture
1.0,6,147.731987,2,capture
1.0,7,147.743284,2,capture
1.0,11,147.760725,2,capture
1.0,8,147.773439,2,capture
1.0,6,147.783053,2,capture
1.0,8,147.795754,2,capture
1.0,8,147.808463,2,capture
1.0,8,147.821188,2,capture
1.0,6,147.830824,2,capture
1.0,7,147.841944,2,capture
1.0,7,147.854667,2,capture
1.0,6,147.864937,2,capture
1.0,8,147.878203,2,capture
1.0,7,147.889507,2,capture
1.0,10,147.906014,2,capture
1.0,9,147.920949,2,capture
1.0,6,147.930901,2,capture
1.0,7,147.942066,2,capture
1.0,10,147.958152,2,capture
1.0,6,147.967794,2,capture
1.0,10,147.984507,2,capture
1.0,10,148.000974,2,capture
1.0,7,148.012149,2,capture
1.0,9,148.02678,2,capture
1.0,10,148.042929,2,capture
1.0,9,148.057502,2,capture
1.0,9,148.071932,2,capture
1.0,17,148.099805,2,capture
1.0,11,148.118296,2,capture
1.0,7,148.129885,2,capture
1.0,12,148.149037,2,capture
1.0,8,148.161945,2,capture
1.0,6,148.171535,2,capture
1.0,10,148.187422,2,capture
1.0,5,148.195394,2,capture
1.0,12,148.214582,2,capture
1.0,8,148.227431,2,capture
1.0,9,148.241858,2,capture
1.0,10,148.257919,2,capture
1.0,9,148.272316,2,capture
1.0,10,148.288225,2,capture
1.0,11,148.305756,2,capture
1.0,10,148.32172,2,capture
1.0,6,148.331344,2,capture
1.0,7,148.342509,2,capture
1.0,16,148.367887,2,capture
1.0,9,148.382234,2,capture
1.0,7,148.393353,2,capture
1.0,12,148.412482,2,capture
1.0,14,148.435097,2,capture
1.0,7,148.446284,2,capture
1.0,9,148.460735,2,capture
1.0,8,148.473424,2,capture
1.0,10,148.489363,2,capture
1.0,6,148.49893,2,capture
1.0,10,148.514969,2,capture
1.0,10,148.530896,2,capture
1.0,9,148.545312,2,capture
1.0,10,148.561351,2,capture
1.0,7,148.572522,2,capture
1.0,8,148.585238,2,capture
1.0,7,148.596485,2,capture
1.0,8,148.609282,2,capture
1.0,6,148.618881,2,capture
1.0,10,148.634855,2,capture
1.0,8,148.647609,2,capture
1.0,8,148.660406,2,capture
1.0,10,148.676266,2,capture
1.0,10,148.692235,2,capture
1.0,7,148.703365,2,capture
1.0,11,148.720858,2,capture
1.0,8,148.733564,2,capture
1.0,14,148.755828,2,capture
1.0,7,148.766932,2,capture
1.0,16,148.792305,2,capture
1.0,7,148.803441,2,capture
1.0,9,148.817944,2,capture
1.0,15,148.84188,2,capture
1.0,6,148.851712,2,capture
1.0,8,148.86466,2,capture
1.0,11,148.8821,2,capture
1.0,9,148.896369,2,capture
1.0,10,148.912283,2,capture
1.0,10,148.928211,2,capture
1.0,7,148.939351,2,capture
1.0,5,148.947399,2,capture
1.0,6,148.956987,2,capture
1.0,6,148.966543,2,capture
1.0,10,148.982479,2,capture
1.0,8,148.995285,2,capture
1.0,11,149.012784,2,capture
1.0,7,149.023966,2,capture
1.0,14,149.046346,2,capture
1.0,8,149.05908,2,capture
1.0,7,149.070216,2,capture
1.0,11,149.087897,2,capture
1.0,8,149.100631,2,capture
1.0,6,149.110225,2,capture
1.0,7,149.121393,2,capture
1.0,8,149.134156,2,capture
1.0,14,149.156475,2,capture
1.0,7,149.167666,2,capture
1.0,14,149.189906,2,capture
1.0,8,149.202819,2,capture
1.0,7,149.213965,2,capture
1.0,8,149.226771,2,capture
1.0,9,149.241118,2,capture
1.0,8,149.253898,2,capture
1.0,7,149.265116,2,capture
1.0,10,149.281089,2,capture
1.0,7,149.292198,2,capture
1.0,8,149.305,2,capture
1.0,9,149.319368,2,capture
1.0,11,149.336819,2,capture
1.0,9,149.351148,2,capture
1.0,8,149.36387,2,capture
