#{"t_start": 1761863674.2271237, "env_id": "None"}
r,l,t,winner,reason
1.0,12,76.770633,2,capture
1.0,16,76.796541,2,capture
1.0,9,76.810986,2,capture
1.0,12,76.830616,2,capture
1.0,10,76.847104,2,capture
1.0,10,76.863438,2,capture
1.0,8,76.876458,2,capture
1.0,15,76.900354,2,capture
1.0,22,76.935498,2,capture
1.0,12,76.954671,2,capture
1.0,17,76.981664,2,capture
1.0,8,76.994429,2,capture
1.0,9,77.008766,2,capture
1.0,10,77.024698,2,capture
1.0,9,77.039092,2,capture
1.0,9,77.053466,2,capture
1.0,9,77.067828,2,capture
1.0,26,77.109251,2,capture
1.0,16,77.134787,2,capture
1.0,15,77.158616,2,capture
1.0,10,77.174624,2,capture
1.0,9,77.188992,2,capture
1.0,11,77.206582,2,capture
1.0,13,77.22741,2,capture
1.0,8,77.240206,2,capture
1.0,8,77.252978,2,capture
1.0,6,77.262594,2,capture
1.0,14,77.284822,2,capture
1.0,14,77.307088,2,capture
1.0,16,77.332508,2,capture
1.0,18,77.361195,2,capture
1.0,7,77.372338,2,capture
1.0,9,77.386693,2,capture
1.0,8,77.399505,2,capture
1.0,12,77.418796,2,capture
1.0,9,77.433161,2,capture
1.0,12,77.452597,2,capture
1.0,12,77.471653,2,capture
1.0,8,77.48441,2,capture
1.0,6,77.493984,2,capture
1.0,11,77.511453,2,capture
1.0,14,77.53386,2,capture
1.0,8,77.546665,2,capture
1.0,12,77.565797,2,capture
1.0,12,77.584945,2,capture
1.0,15,77.608694,2,capture
1.0,12,77.62781,2,capture
1.0,8,77.640562,2,capture
1.0,9,77.654923,2,capture
1.0,8,77.667762,2,capture
1.0,8,77.68053,2,capture
1.0,11,77.698011,2,capture
1.0,14,77.720326,2,capture
1.0,16,77.74577,2,capture
1.0,15,77.769618,2,capture
1.0,10,77.78564,2,capture
1.0,5,77.793624,2,capture
1.0,9,77.807993,2,capture
1.0,11,77.825466,2,capture
1.0,11,77.842975,2,capture
1.0,8,77.855682,2,capture
1.0,14,77.878032,2,capture
1.0,10,77.894023,2,capture
1.0,11,77.911515,2,capture
1.0,9,77.925881,2,capture
1.0,16,77.951306,2,capture
1.0,10,77.967335,2,capture
1.0,13,77.988038,2,capture
1.0,11,78.005629,2,capture
1.0,10,78.021538,2,capture
1.0,8,78.03431,2,capture
1.0,7,78.04555,2,capture
1.0,13,78.066259,2,capture
1.0,17,78.093353,2,capture
1.0,8,78.106067,2,capture
1.0,14,78.128459,2,capture
1.0,10,78.144353,2,capture
1.0,14,78.166698,2,capture
1.0,9,78.18107,2,capture
1.0,11,78.198534,2,capture
1.0,16,78.224063,2,capture
1.0,13,78.244793,2,capture
1.0,14,78.267102,2,capture
1.0,9,78.281501,2,capture
1.0,8,78.294283,2,capture
1.0,12,78.313588,2,capture
1.0,10,78.329543,2,capture
1.0,10,78.345551,2,capture
1.0,14,78.367839,2,capture
1.0,12,78.386936,2,capture
1.0,10,78.403209,2,capture
1.0,9,78.417864,2,capture
1.0,12,78.43699,2,capture
1.0,13,78.457799,2,capture
1.0,14,78.48006,2,capture
1.0,10,78.495972,2,capture
1.0,12,78.515097,2,capture
1.0,12,78.534201,2,capture
1.0,9,78.548618,2,capture
1.0,11,78.566169,2,capture
1.0,14,78.58847,2,capture
1.0,11,78.606077,2,capture
1.0,7,78.617399,2,capture
1.0,10,78.633403,2,capture
1.0,12,78.652549,2,capture
1.0,12,78.671671,2,capture
1.0,14,78.694106,2,capture
1.0,8,78.706874,2,capture
1.0,7,78.719934,2,capture
1.0,16,78.745366,2,capture
1.0,14,78.767638,2,capture
1.0,7,78.778851,2,capture
1.0,10,78.794762,2,capture
1.0,12,78.813911,2,capture
1.0,10,78.829818,2,capture
1.0,9,78.84415,2,capture
1.0,10,78.860166,2,capture
1.0,14,78.882411,2,capture
1.0,14,78.904596,2,capture
1.0,9,78.919432,2,capture
1.0,17,78.946504,2,capture
1.0,12,78.965573,2,capture
1.0,11,78.983103,2,capture
1.0,10,78.999092,2,capture
1.0,13,79.020145,2,capture
1.0,9,79.034472,2,capture
1.0,9,79.048862,2,capture
1.0,10,79.064772,2,capture
1.0,13,79.085438,2,capture
1.0,8,79.098156,2,capture
1.0,10,79.11407,2,capture
1.0,10,79.13002,2,capture
1.0,25,79.169876,2,capture
1.0,15,79.193644,2,capture
1.0,12,80.356641,2,capture
1.0,11,80.374306,2,capture
1.0,9,80.388724,2,capture
1.0,12,80.407861,2,capture
1.0,6,80.417544,2,capture
1.0,8,80.430344,2,capture
1.0,15,80.45418,2,capture
1.0,11,80.471793,2,capture
1.0,15,80.495905,2,capture
1.0,23,80.532526,2,capture
1.0,11,80.550034,2,capture
1.0,7,80.56124,2,capture
1.0,11,80.579058,2,capture
1.0,6,80.588795,2,capture
1.0,8,80.601568,2,capture
1.0,14,80.623915,2,capture
1.0,10,80.639873,2,capture
1.0,15,80.663787,2,capture
1.0,8,80.676578,2,capture
1.0,12,80.695695,2,capture
1.0,10,80.711795,2,capture
1.0,10,80.727844,2,capture
1.0,11,80.745467,2,capture
1.0,9,80.759855,2,capture
1.0,9,80.774342,2,capture
1.0,10,80.790337,2,capture
1.0,10,80.806273,2,capture
1.0,17,80.833527,2,capture
1.0,16,80.859344,2,capture
1.0,9,80.873753,2,capture
1.0,9,80.888137,2,capture
1.0,14,80.910525,2,capture
1.0,8,80.923328,2,capture
1.0,18,80.952037,2,capture
1.0,15,80.976103,2,capture
1.0,15,80.999996,2,capture
1.0,20,81.031929,2,capture
1.0,8,81.044742,2,capture
1.0,7,81.05597,2,capture
1.0,6,81.065545,2,capture
1.0,9,81.079957,2,capture
1.0,17,81.10711,2,capture
1.0,12,81.126264,2,capture
1.0,11,81.143816,2,capture
1.0,9,81.158175,2,capture
1.0,14,81.180482,2,capture
1.0,8,81.193192,2,capture
1.0,9,81.207528,2,capture
1.0,7,81.218728,2,capture
1.0,14,81.241013,2,capture
1.0,12,81.260151,2,capture
1.0,15,81.283954,2,capture
1.0,10,81.299817,2,capture
1.0,14,81.322055,2,capture
1.0,11,81.339468,2,capture
1.0,7,81.350643,2,capture
1.0,8,81.363358,2,capture
1.0,10,81.37922,2,capture
1.0,8,81.392041,2,capture
1.0,9,81.406405,2,capture
1.0,9,81.421094,2,capture
1.0,9,81.435454,2,capture
1.0,10,81.451385,2,capture
1.0,7,81.462538,2,capture
1.0,16,81.488077,2,capture
1.0,13,81.50871,2,capture
1.0,10,81.524634,2,capture
1.0,10,81.540606,2,capture
1.0,7,81.551841,2,capture
1.0,9,81.566144,2,capture
1.0,6,81.575744,2,capture
1.0,8,81.58849,2,capture
1.0,9,81.602867,2,capture
1.0,7,81.61402,2,capture
1.0,10,81.629997,2,capture
1.0,12,81.649044,2,capture
1.0,9,81.663577,2,capture
1.0,14,81.685999,2,capture
1.0,10,81.701944,2,capture
1.0,11,81.719427,2,capture
1.0,10,81.735358,2,capture
1.0,10,81.751305,2,capture
1.0,8,81.764045,2,capture
1.0,13,81.784651,2,capture
1.0,12,81.80367,2,capture
1.0,7,81.814853,2,capture
1.0,13,81.835494,2,capture
1.0,10,81.851558,2,capture
1.0,11,81.86907,2,capture
1.0,10,81.884983,2,capture
1.0,12,81.904124,2,capture
1.0,15,81.928052,2,capture
1.0,15,81.951929,2,capture
1.0,8,81.96467,2,capture
1.0,11,81.982133,2,capture
1.0,9,81.996536,2,capture
1.0,7,82.007701,2,capture
1.0,8,82.020417,2,capture
1.0,10,82.03638,2,capture
1.0,7,82.047561,2,capture
1.0,9,82.061869,2,capture
1.0,7,82.073025,2,capture
1.0,9,82.087384,2,capture
1.0,13,82.108024,2,capture
1.0,13,82.128635,2,capture
1.0,9,82.14295,2,capture
1.0,10,82.158834,2,capture
1.0,21,82.192228,2,capture
1.0,14,82.214461,2,capture
1.0,14,82.236738,2,capture
1.0,8,82.249484,2,capture
1.0,12,82.268569,2,capture
1.0,9,82.282865,2,capture
1.0,15,82.306836,2,capture
1.0,6,82.316363,2,capture
1.0,7,82.327586,2,capture
1.0,13,82.348255,2,capture
1.0,11,82.365748,2,capture
1.0,10,82.381714,2,capture
1.0,12,82.40087,2,capture
1.0,11,82.41853,2,capture
1.0,10,82.434658,2,capture
1.0,9,82.449049,2,capture
1.0,15,82.472914,2,capture
1.0,10,82.488904,2,capture
1.0,6,82.498488,2,capture
1.0,9,82.512935,2,capture
1.0,9,82.527301,2,capture
1.0,9,82.541693,2,capture
1.0,13,82.562406,2,capture
1.0,13,82.583111,2,capture
1.0,9,82.597431,2,capture
1.0,9,82.61185,2,capture
1.0,7,82.62305,2,capture
1.0,11,82.640631,2,capture
1.0,10,82.656606,2,capture
1.0,9,82.671028,2,capture
1.0,12,82.690139,2,capture
1.0,6,82.699701,2,capture
1.0,11,82.717213,2,capture
1.0,7,82.728395,2,capture
1.0,11,82.745968,2,capture
1.0,12,82.765228,2,capture
1.0,11,82.782742,2,capture
1.0,12,82.801821,2,capture
1.0,8,82.814594,2,capture
1.0,15,82.838491,2,capture
1.0,10,82.854414,2,capture
1.0,7,82.865556,2,capture
1.0,11,82.883043,2,capture
1.0,9,82.897362,2,capture
1.0,8,82.910147,2,capture
1.0,8,82.922901,2,capture
1.0,11,82.940375,2,capture
1.0,12,82.959466,2,capture
1.0,9,82.973822,2,capture
1.0,13,82.994539,2,capture
1.0,9,83.008856,2,capture
1.0,11,83.026486,2,capture
1.0,14,83.048811,2,capture
1.0,19,83.079153,2,capture
1.0,12,83.098299,2,capture
1.0,12,83.117296,2,capture
1.0,9,83.13158,2,capture
1.0,12,83.15071,2,capture
1.0,12,83.169893,2,capture
1.0,8,83.182683,2,capture
1.0,13,83.203274,2,capture
1.0,6,83.21283,2,capture
1.0,13,83.233665,2,capture
1.0,8,83.246424,2,capture
1.0,7,83.257926,2,capture
1.0,9,83.272687,2,capture
1.0,9,83.287277,2,capture
1.0,10,83.303317,2,capture
1.0,10,83.319257,2,capture
1.0,9,83.333706,2,capture
1.0,12,83.35293,2,capture
1.0,13,83.37358,2,capture
1.0,11,83.391098,2,capture
1.0,14,83.413406,2,capture
1.0,10,83.429458,2,capture
1.0,15,83.453195,2,capture
1.0,13,83.473899,2,capture
1.0,10,83.489821,2,capture
1.0,9,83.504172,2,capture
1.0,16,83.52971,2,capture
1.0,16,83.555358,2,capture
1.0,12,83.574455,2,capture
1.0,15,83.598267,2,capture
1.0,11,84.760803,2,capture
1.0,9,84.775135,2,capture
1.0,8,84.787906,2,capture
1.0,11,84.80541,2,capture
1.0,13,84.826233,2,capture
1.0,9,84.840639,2,capture
1.0,10,84.856604,2,capture
1.0,10,84.872519,2,capture
1.0,10,84.888406,2,capture
1.0,11,84.90608,2,capture
1.0,5,84.914124,2,capture
1.0,10,84.930089,2,capture
1.0,8,84.942908,2,capture
1.0,17,84.970098,2,capture
1.0,9,84.9844,2,capture
1.0,9,84.998699,2,capture
1.0,10,85.014558,2,capture
1.0,15,85.038403,2,capture
1.0,19,85.068611,2,capture
1.0,10,85.084637,2,capture
1.0,10,85.100585,2,capture
1.0,11,85.118054,2,capture
1.0,13,85.13869,2,capture
1.0,13,85.15941,2,capture
1.0,8,85.172294,2,capture
1.0,10,85.188169,2,capture
1.0,12,85.207247,2,capture
1.0,11,85.224805,2,capture
1.0,9,85.239157,2,capture
1.0,26,85.280853,2,capture
1.0,10,85.296748,2,capture
1.0,10,85.312589,2,capture
1.0,8,85.325337,2,capture
1.0,7,85.33647,2,capture
1.0,13,85.357253,2,capture
1.0,7,85.368451,2,capture
1.0,8,85.381194,2,capture
1.0,11,85.398771,2,capture
1.0,7,85.409889,2,capture
1.0,9,85.424297,2,capture
1.0,16,85.450289,2,capture
1.0,8,85.463093,2,capture
1.0,12,85.482188,2,capture
1.0,7,85.493427,2,capture
1.0,13,85.514067,2,capture
1.0,12,85.533062,2,capture
1.0,10,85.54904,2,capture
1.0,11,85.566541,2,capture
1.0,14,85.588817,2,capture
1.0,9,85.603123,2,capture
1.0,11,85.620614,2,capture
1.0,12,85.639747,2,capture
1.0,12,85.658803,2,capture
1.0,7,85.669942,2,capture
1.0,12,85.689035,2,capture
1.0,9,85.703336,2,capture
1.0,7,85.71442,2,capture
1.0,11,85.731899,2,capture
1.0,11,85.749348,2,capture
1.0,9,85.763724,2,capture
1.0,8,85.777001,2,capture
1.0,9,85.793799,2,capture
1.0,10,85.812094,2,capture
1.0,9,85.828106,2,capture
1.0,8,85.842037,2,capture
1.0,8,85.856183,2,capture
1.0,8,85.870306,2,capture
1.0,12,85.890964,2,capture
1.0,15,85.916034,2,capture
1.0,5,85.924304,2,capture
1.0,12,85.943951,2,capture
1.0,6,85.953536,2,capture
1.0,10,85.969488,2,capture
1.0,9,85.983802,2,capture
1.0,8,85.996533,2,capture
1.0,7,86.007703,2,capture
1.0,6,86.017253,2,capture
1.0,7,86.028435,2,capture
1.0,10,86.044419,2,capture
1.0,10,86.060436,2,capture
1.0,12,86.079567,2,capture
1.0,13,86.100958,2,capture
1.0,7,86.112198,2,capture
1.0,8,86.124949,2,capture
1.0,12,86.143961,2,capture
1.0,11,86.161487,2,capture
1.0,7,86.172746,2,capture
1.0,13,86.193393,2,capture
1.0,5,86.201384,2,capture
1.0,7,86.212543,2,capture
1.0,11,86.230089,2,capture
1.0,21,86.263537,2,capture
1.0,10,86.279364,2,capture
1.0,9,86.293691,2,capture
1.0,11,86.311211,2,capture
1.0,10,86.327162,2,capture
1.0,12,86.346233,2,capture
1.0,8,86.359017,2,capture
1.0,9,86.373365,2,capture
1.0,16,86.398737,2,capture
1.0,11,86.416467,2,capture
1.0,10,86.43245,2,capture
1.0,8,86.445189,2,capture
1.0,12,86.464375,2,capture
1.0,12,86.483607,2,capture
1.0,11,86.501048,2,capture
1.0,11,86.518538,2,capture
1.0,6,86.528168,2,capture
1.0,6,86.537839,2,capture
1.0,8,86.550596,2,capture
1.0,7,86.561775,2,capture
1.0,8,86.574473,2,capture
1.0,10,86.590356,2,capture
1.0,13,86.611056,2,capture
1.0,12,86.630088,2,capture
1.0,9,86.644341,2,capture
1.0,8,86.657104,2,capture
1.0,8,86.6699,2,capture
1.0,12,86.689018,2,capture
1.0,10,86.705055,2,capture
1.0,13,86.725836,2,capture
1.0,17,86.752976,2,capture
1.0,9,86.767334,2,capture
1.0,11,86.785207,2,capture
1.0,7,86.796478,2,capture
1.0,17,86.823655,2,capture
1.0,8,86.836606,2,capture
1.0,11,86.854901,2,capture
1.0,12,86.874098,2,capture
1.0,11,86.891644,2,capture
1.0,9,86.905984,2,capture
1.0,14,86.928379,2,capture
1.0,11,86.946037,2,capture
1.0,7,86.957237,2,capture
1.0,14,86.979504,2,capture
1.0,15,87.00339,2,capture
1.0,11,87.020963,2,capture
1.0,7,87.032209,2,capture
1.0,12,87.051466,2,capture
1.0,8,87.064243,2,capture
1.0,8,87.076997,2,capture
1.0,13,87.097662,2,capture
1.0,12,87.116893,2,capture
1.0,10,87.13291,2,capture
1.0,8,87.145688,2,capture
1.0,14,87.168152,2,capture
1.0,6,87.177775,2,capture
1.0,9,87.192168,2,capture
1.0,9,87.206534,2,capture
1.0,9,87.220894,2,capture
1.0,14,87.243336,2,capture
1.0,11,87.260849,2,capture
1.0,16,87.286287,2,capture
1.0,21,87.319692,2,capture
1.0,8,87.332437,2,capture
1.0,12,87.351579,2,capture
1.0,7,87.36285,2,capture
1.0,9,87.377151,2,capture
1.0,8,87.389896,2,capture
1.0,10,87.405858,2,capture
1.0,11,87.423512,2,capture
1.0,13,87.445161,2,capture
1.0,9,87.459706,2,capture
1.0,7,87.471131,2,capture
1.0,12,87.490473,2,capture
1.0,12,87.509604,2,capture
1.0,14,87.532037,2,capture
1.0,9,87.546433,2,capture
1.0,11,87.564123,2,capture
1.0,9,87.578453,2,capture
1.0,14,87.600703,2,capture
1.0,14,87.623268,2,capture
1.0,8,87.63603,2,capture
1.0,10,87.651919,2,capture
1.0,8,87.664703,2,capture
1.0,14,87.687131,2,capture
1.0,10,87.703117,2,capture
1.0,8,87.715892,2,capture
1.0,9,87.730215,2,capture
1.0,7,87.741393,2,capture
1.0,11,87.759004,2,capture
1.0,7,87.770207,2,capture
1.0,10,87.786127,2,capture
1.0,10,87.802072,2,capture
1.0,10,87.818046,2,capture
1.0,8,87.830758,2,capture
1.0,17,87.859454,2,capture
1.0,8,87.872654,2,capture
1.0,7,87.883934,2,capture
1.0,10,87.899914,2,capture
1.0,12,87.918981,2,capture
1.0,14,87.941624,2,capture
1.0,13,87.962466,2,capture
1.0,12,87.981917,2,capture
1.0,7,87.993169,2,capture
1.0,20,88.025423,2,capture
1.0,9,88.039883,2,capture
1.0,10,89.227841,2,capture
1.0,6,89.237539,2,capture
1.0,15,89.26153,2,capture
1.0,11,89.279353,2,capture
1.0,17,89.306825,2,capture
1.0,9,89.321233,2,capture
1.0,14,89.34393,2,capture
1.0,9,89.358421,2,capture
1.0,10,89.374367,2,capture
1.0,7,89.385564,2,capture
1.0,11,89.403688,2,capture
1.0,11,89.421525,2,capture
1.0,7,89.432882,2,capture
1.0,15,89.457262,2,capture
1.0,13,89.478049,2,capture
1.0,10,89.494048,2,capture
1.0,13,89.515176,2,capture
1.0,11,89.53299,2,capture
1.0,6,89.542645,2,capture
1.0,15,89.566669,2,capture
1.0,14,89.589073,2,capture
1.0,8,89.603252,2,capture
1.0,6,89.612917,2,capture
1.0,11,89.630731,2,capture
1.0,10,89.646695,2,capture
1.0,10,89.663069,2,capture
1.0,6,89.67281,2,capture
1.0,8,89.685707,2,capture
1.0,9,89.700265,2,capture
1.0,7,89.711451,2,capture
1.0,8,89.724339,2,capture
1.0,10,89.740354,2,capture
1.0,12,89.759896,2,capture
1.0,11,89.777459,2,capture
1.0,16,89.803021,2,capture
1.0,7,89.814218,2,capture
1.0,13,89.835133,2,capture
1.0,8,89.848027,2,capture
1.0,13,89.869348,2,capture
1.0,16,89.895357,2,capture
1.0,6,89.904998,2,capture
1.0,11,89.922539,2,capture
1.0,10,89.93856,2,capture
1.0,6,89.948169,2,capture
1.0,9,89.962642,2,capture
1.0,9,89.977147,2,capture
1.0,13,89.998197,2,capture
1.0,9,90.013084,2,capture
1.0,16,90.038806,2,capture
1.0,8,90.051587,2,capture
1.0,14,90.07389,2,capture
1.0,11,90.091543,2,capture
1.0,8,90.104764,2,capture
1.0,13,90.12579,2,capture
1.0,10,90.141965,2,capture
1.0,10,90.158067,2,capture
1.0,9,90.172504,2,capture
1.0,9,90.187325,2,capture
1.0,8,90.200601,2,capture
1.0,5,90.208954,2,capture
1.0,9,90.223496,2,capture
1.0,9,90.237942,2,capture
1.0,7,90.249126,2,capture
1.0,7,90.260302,2,capture
1.0,11,90.277789,2,capture
1.0,10,90.293823,2,capture
1.0,8,90.306578,2,capture
1.0,7,90.317751,2,capture
1.0,6,90.32735,2,capture
1.0,7,90.338671,2,capture
1.0,14,90.361036,2,capture
1.0,11,90.378583,2,capture
1.0,11,90.396092,2,capture
1.0,15,90.420418,2,capture
1.0,10,90.436714,2,capture
1.0,10,90.453221,2,capture
1.0,12,90.472559,2,capture
1.0,9,90.487458,2,capture
1.0,10,90.503484,2,capture
1.0,9,90.517923,2,capture
1.0,11,90.535408,2,capture
1.0,12,90.554562,2,capture
1.0,10,90.570808,2,capture
1.0,12,90.590122,2,capture
1.0,16,90.615676,2,capture
1.0,13,90.636377,2,capture
1.0,9,90.650655,2,capture
1.0,6,90.660301,2,capture
1.0,8,90.673035,2,capture
1.0,6,90.682634,2,capture
1.0,8,90.695646,2,capture
1.0,6,90.705225,2,capture
1.0,6,90.71482,2,capture
1.0,6,90.724419,2,capture
1.0,14,90.746585,2,capture
1.0,8,90.759602,2,capture
1.0,13,90.780364,2,capture
1.0,8,90.793244,2,capture
1.0,12,90.812435,2,capture
1.0,9,90.826895,2,capture
1.0,9,90.841237,2,capture
1.0,9,90.855523,2,capture
1.0,11,90.873056,2,capture
1.0,11,90.89066,2,capture
1.0,14,90.913304,2,capture
1.0,5,90.921604,2,capture
1.0,11,90.939601,2,capture
1.0,8,90.95231,2,capture
1.0,12,90.971476,2,capture
1.0,9,90.985786,2,capture
1.0,14,91.008373,2,capture
1.0,7,91.019586,2,capture
1.0,6,91.029343,2,capture
1.0,8,91.04233,2,capture
1.0,11,91.060073,2,capture
1.0,17,91.087205,2,capture
1.0,8,91.100076,2,capture
1.0,9,91.114429,2,capture
1.0,8,91.127465,2,capture
1.0,18,91.156722,2,capture
1.0,14,91.179528,2,capture
1.0,6,91.189134,2,capture
1.0,10,91.205416,2,capture
1.0,7,91.216557,2,capture
1.0,7,91.227831,2,capture
1.0,16,91.253169,2,capture
1.0,10,91.269209,2,capture
1.0,6,91.279072,2,capture
1.0,11,91.296653,2,capture
1.0,9,91.311081,2,capture
1.0,7,91.32236,2,capture
1.0,7,91.335874,2,capture
1.0,12,91.354944,2,capture
1.0,6,91.364705,2,capture
1.0,8,91.377464,2,capture
1.0,6,91.387204,2,capture
1.0,13,91.408506,2,capture
1.0,9,91.423186,2,capture
1.0,9,91.437687,2,capture
1.0,12,91.457159,2,capture
1.0,19,91.487974,2,capture
1.0,7,91.499321,2,capture
1.0,9,91.514018,2,capture
1.0,10,91.530084,2,capture
1.0,10,91.546068,2,capture
1.0,10,91.56231,2,capture
1.0,7,91.573708,2,capture
1.0,18,91.602619,2,capture
1.0,9,91.617141,2,capture
1.0,11,91.635036,2,capture
1.0,7,91.646307,2,capture
1.0,11,91.663938,2,capture
1.0,11,91.681461,2,capture
1.0,12,91.700589,2,capture
1.0,8,91.713339,2,capture
1.0,7,91.724619,2,capture
1.0,17,91.751849,2,capture
1.0,9,91.76629,2,capture
1.0,9,91.780663,2,capture
1.0,15,91.804569,2,capture
1.0,9,91.818957,2,capture
1.0,8,91.831691,2,capture
1.0,20,91.864181,2,capture
1.0,13,91.884863,2,capture
1.0,9,91.899189,2,capture
1.0,8,91.911996,2,capture
1.0,13,91.933079,2,capture
1.0,7,91.944313,2,capture
1.0,6,91.953876,2,capture
1.0,7,91.965166,2,capture
1.0,10,91.981197,2,capture
1.0,15,92.005098,2,capture
1.0,10,92.021114,2,capture
1.0,10,92.037042,2,capture
1.0,11,92.054508,2,capture
1.0,8,92.067323,2,capture
1.0,15,92.091327,2,capture
1.0,9,92.105744,2,capture
1.0,10,92.121578,2,capture
1.0,8,92.134291,2,capture
1.0,8,92.147285,2,capture
1.0,9,92.162197,2,capture
1.0,9,92.17655,2,capture
1.0,7,92.187957,2,capture
1.0,7,92.199292,2,capture
1.0,17,92.227012,2,capture
1.0,11,92.244557,2,capture
1.0,12,92.263672,2,capture
1.0,9,92.277989,2,capture
1.0,12,92.297048,2,capture
1.0,10,92.313445,2,capture
1.0,8,92.326673,2,capture
1.0,8,92.339792,2,capture
1.0,11,92.357913,2,capture
1.0,10,92.374519,2,capture
1.0,11,92.392148,2,capture
1.0,8,92.405018,2,capture
1.0,7,92.416169,2,capture
1.0,10,92.432291,2,capture
1.0,10,92.448892,2,capture
1.0,12,92.46855,2,capture
1.0,9,92.483201,2,capture
1.0,8,92.496035,2,capture
1.0,11,92.514074,2,capture
1.0,9,93.691375,2,capture
1.0,7,93.702714,2,capture
1.0,9,93.717111,2,capture
1.0,6,93.726723,2,capture
1.0,12,93.745885,2,capture
1.0,9,93.760233,2,capture
1.0,13,93.78131,2,capture
1.0,11,93.798824,2,capture
1.0,9,93.813153,2,capture
1.0,17,93.840262,2,capture
1.0,10,93.856149,2,capture
1.0,8,93.868932,2,capture
1.0,7,93.880085,2,capture
1.0,8,93.892769,2,capture
1.0,13,93.91346,2,capture
1.0,22,93.948315,2,capture
1.0,13,93.969041,2,capture
1.0,6,93.978637,2,capture
1.0,10,93.994563,2,capture
1.0,9,94.00885,2,capture
1.0,14,94.031067,2,capture
1.0,10,94.046906,2,capture
1.0,7,94.058088,2,capture
1.0,10,94.073983,2,capture
1.0,11,94.091455,2,capture
1.0,6,94.101094,2,capture
1.0,6,94.11064,2,capture
1.0,7,94.121842,2,capture
1.0,6,94.131383,2,capture
1.0,9,94.145745,2,capture
1.0,9,94.160038,2,capture
1.0,7,94.171253,2,capture
1.0,10,94.187157,2,capture
1.0,7,94.198344,2,capture
1.0,8,94.211111,2,capture
1.0,9,94.225436,2,capture
1.0,10,94.241413,2,capture
1.0,8,94.254221,2,capture
1.0,8,94.266991,2,capture
1.0,11,94.285038,2,capture
1.0,9,94.299397,2,capture
1.0,8,94.312115,2,capture
1.0,8,94.32483,2,capture
1.0,14,94.346949,2,capture
1.0,7,94.358127,2,capture
1.0,7,94.369273,2,capture
1.0,7,94.380453,2,capture
1.0,8,94.393275,2,capture
1.0,8,94.406182,2,capture
1.0,8,94.418914,2,capture
1.0,8,94.431679,2,capture
1.0,9,94.446067,2,capture
1.0,13,94.466847,2,capture
1.0,8,94.479568,2,capture
1.0,8,94.492304,2,capture
1.0,12,94.51137,2,capture
1.0,12,94.530449,2,capture
1.0,12,94.549609,2,capture
1.0,6,94.559146,2,capture
1.0,8,94.571951,2,capture
1.0,11,94.589473,2,capture
1.0,12,94.608571,2,capture
1.0,6,94.61819,2,capture
1.0,8,94.630914,2,capture
1.0,6,94.640444,2,capture
1.0,9,94.654773,2,capture
1.0,8,94.667687,2,capture
1.0,10,94.683578,2,capture
1.0,8,94.696271,2,capture
1.0,8,94.709011,2,capture
1.0,10,94.724836,2,capture
1.0,9,94.739179,2,capture
1.0,9,94.75348,2,capture
1.0,8,94.766198,2,capture
1.0,8,94.778861,2,capture
1.0,8,94.791568,2,capture
1.0,9,94.805856,2,capture
1.0,12,94.824842,2,capture
1.0,13,94.845394,2,capture
1.0,9,94.859664,2,capture
1.0,12,94.87868,2,capture
1.0,11,94.896046,2,capture
1.0,10,94.911919,2,capture
1.0,11,94.929289,2,capture
1.0,11,94.946769,2,capture
1.0,8,94.959487,2,capture
1.0,9,94.97382,2,capture
1.0,9,94.988107,2,capture
1.0,6,94.997622,2,capture
1.0,9,95.011918,2,capture
1.0,13,95.032568,2,capture
1.0,7,95.043653,2,capture
1.0,10,95.059611,2,capture
1.0,7,95.07079,2,capture
1.0,11,95.08821,2,capture
1.0,12,95.107202,2,capture
1.0,8,95.119889,2,capture
1.0,9,95.134181,2,capture
1.0,8,95.146948,2,capture
1.0,10,95.162854,2,capture
1.0,12,95.181929,2,capture
1.0,10,95.197849,2,capture
1.0,11,95.215308,2,capture
1.0,11,95.23278,2,capture
1.0,9,95.247068,2,capture
1.0,8,95.259946,2,capture
1.0,10,95.275804,2,capture
1.0,8,95.288511,2,capture
1.0,9,95.302822,2,capture
1.0,13,95.323375,2,capture
1.0,8,95.336131,2,capture
1.0,10,95.352035,2,capture
1.0,8,95.36475,2,capture
1.0,7,95.375916,2,capture
1.0,10,95.391866,2,capture
1.0,12,95.410897,2,capture
1.0,7,95.422012,2,capture
1.0,25,95.462057,2,capture
1.0,8,95.474886,2,capture
1.0,10,95.490777,2,capture
1.0,6,95.500336,2,capture
1.0,12,95.5193,2,capture
1.0,10,95.53519,2,capture
1.0,9,95.549507,2,capture
1.0,8,95.562197,2,capture
1.0,15,95.585912,2,capture
1.0,10,95.601773,2,capture
1.0,15,95.625548,2,capture
1.0,6,95.635073,2,capture
1.0,12,95.654059,2,capture
1.0,6,95.663581,2,capture
1.0,9,95.677916,2,capture
1.0,7,95.68917,2,capture
1.0,9,95.703426,2,capture
1.0,8,95.716145,2,capture
1.0,12,95.735214,2,capture
1.0,11,95.752636,2,capture
1.0,9,95.766929,2,capture
1.0,6,95.776465,2,capture
1.0,11,95.793942,2,capture
1.0,9,95.8083,2,capture
1.0,11,95.825756,2,capture
1.0,12,95.844778,2,capture
1.0,11,95.862218,2,capture
1.0,8,95.875,2,capture
1.0,6,95.884599,2,capture
1.0,8,95.897348,2,capture
